"id" "enroll" "age" "female" "enrollPromoValue"
418463 0 39 1 0
365784 0 46 0 0
647465 0 37 1 5
734027 0 38 0 3
875923 1 47 1 0
522186 0 44 1 0
488831 0 32 0 0
196700 0 44 0 0
438549 1 54 0 0
676147 0 53 0 0
261660 0 50 0 0
677825 0 23 1 0
747285 1 18 0 0
468176 1 49 1 3
302258 1 34 1 3
177847 0 42 0 0
541623 1 28 1 0
723684 0 53 1 0
333528 0 40 1 0
189085 1 27 0 3
381513 0 30 0 3
129308 1 33 0 5
731440 0 50 1 0
507025 1 40 0 7
646646 1 37 1 7
555204 1 52 1 0
335772 1 53 1 5
471353 1 24 0 5
117019 0 40 0 3
231725 0 42 1 0
332263 0 42 1 0
848049 0 43 1 0
613403 1 41 1 3
400737 1 27 0 7
703734 0 49 1 0
705734 0 32 0 0
266047 0 42 0 3
345951 0 32 0 3
851100 1 33 0 7
480245 0 38 1 0
284572 1 43 0 5
582346 0 46 0 0
120819 1 30 0 0
342329 0 23 1 7
650121 0 54 1 0
477606 1 26 0 0
697082 0 26 1 0
619590 1 39 1 0
852845 0 34 1 3
823201 1 43 1 3
463885 1 19 1 7
464404 0 35 0 5
217324 0 28 1 0
683515 0 19 1 0
474846 1 39 0 3
615769 1 30 0 5
420871 0 23 0 0
753794 1 43 1 0
464061 1 25 1 5
408310 0 36 0 0
486632 1 38 0 0
247904 0 36 0 0
408213 0 39 1 0
549913 0 32 1 0
870870 0 47 1 0
249981 1 19 1 3
344393 0 31 1 0
684147 0 35 1 0
168979 0 40 0 0
240322 1 54 0 5
203941 1 28 1 7
630443 1 28 0 3
841991 1 26 1 7
299689 1 45 0 0
202362 0 54 0 0
578582 0 38 0 7
345704 0 28 0 0
604623 0 51 0 0
764216 0 28 0 0
826926 1 52 1 3
546302 1 51 1 3
189565 0 45 0 5
198622 0 32 1 0
333546 0 19 0 0
228011 1 34 0 7
248263 0 53 0 0
196146 1 28 0 0
335269 0 39 1 0
237284 0 34 0 0
554214 1 38 1 0
242214 1 34 1 7
185318 0 54 1 0
349548 0 30 0 0
479875 0 46 0 0
196092 0 20 0 3
369250 0 54 1 0
450408 0 50 0 0
683102 0 19 0 3
464531 1 22 1 3
568328 0 47 1 0
136252 0 20 1 0
217638 0 34 1 0
461462 1 23 1 0
500567 0 26 1 3
202031 0 24 0 0
185990 1 41 0 7
415226 0 53 0 0
317120 0 53 1 0
258746 0 39 1 0
872168 0 45 0 0
231620 0 25 0 5
775458 0 34 0 3
626860 0 52 0 7
472367 0 39 1 0
308919 1 37 0 0
389468 0 44 0 7
171862 0 33 1 0
376067 1 18 1 5
577328 1 23 0 5
321551 0 25 1 0
798073 0 24 1 0
711353 0 44 0 0
231038 1 41 1 0
661931 0 47 1 5
688900 0 24 0 0
134600 1 35 1 5
339443 0 32 0 0
387256 0 40 0 3
530371 0 32 0 0
201465 0 21 0 0
405749 0 35 0 0
686477 0 44 0 3
804248 0 51 0 0
539214 0 21 1 0
803379 0 20 0 0
736968 1 25 1 7
744841 1 33 0 3
493373 0 23 0 0
730600 0 22 0 0
420157 1 34 1 0
146058 0 42 0 5
247409 1 35 0 0
377056 0 36 0 0
105672 0 46 0 0
377655 0 27 0 3
578944 0 32 1 0
773796 0 44 1 0
302428 0 26 1 0
771460 0 25 1 0
863660 1 37 1 0
517041 0 34 0 0
333227 0 45 0 7
843618 1 54 1 0
231883 1 34 0 0
264038 1 54 1 0
651819 0 32 1 7
411101 0 55 1 5
618390 0 23 1 0
631011 0 43 0 3
132437 0 38 0 0
732077 0 24 1 0
805929 0 35 0 0
474933 0 31 1 0
585055 1 37 0 7
651714 1 22 1 5
897319 0 29 0 0
599821 1 21 0 0
224105 1 18 1 7
457977 0 45 0 0
551628 0 36 0 0
489775 0 29 0 7
206504 0 20 0 0
300645 0 24 0 0
787144 1 21 0 0
458747 0 27 1 3
660592 0 51 1 0
175459 1 25 0 7
891044 0 47 0 0
666477 1 53 1 3
116993 0 21 0 0
700623 0 55 0 0
300928 1 22 1 0
796279 0 27 1 0
218496 0 28 1 0
236259 1 46 0 3
872425 1 27 1 0
454820 0 32 1 3
169841 1 19 0 5
425475 0 33 0 0
804687 0 30 0 0
789794 1 29 0 7
715121 0 46 1 0
346336 0 23 0 0
500699 0 38 1 3
862697 1 37 1 0
244797 0 31 1 0
416531 0 44 1 3
888516 1 32 0 3
765009 0 32 1 0
846995 0 42 0 0
766191 0 41 1 3
212844 1 44 0 7
388792 1 26 0 3
178014 0 33 0 0
890644 0 23 0 0
392903 0 42 0 0
849047 0 23 1 0
539331 1 32 1 3
719816 1 45 0 0
750153 0 48 0 0
259554 1 28 1 7
597946 1 37 0 0
395628 0 53 1 0
515857 1 22 0 3
616082 0 41 0 0
712234 0 54 1 3
278829 0 22 1 3
400525 1 40 0 0
148996 0 35 0 0
580225 0 25 0 3
899856 0 54 0 0
332838 1 19 1 3
128679 0 19 0 0
861589 0 48 0 3
728980 0 39 1 0
511822 1 36 0 5
533706 1 21 1 3
488582 0 36 1 7
335940 0 54 1 0
651001 0 32 0 0
397225 0 31 1 0
556986 0 43 1 0
189326 0 23 0 5
489294 1 53 1 0
262619 1 37 0 0
298577 1 31 0 0
779621 0 32 1 0
298259 0 43 1 0
566574 1 42 1 0
697894 0 36 1 3
238755 1 18 1 5
834937 1 47 1 0
418596 1 21 0 0
132838 0 55 1 0
835216 1 20 1 5
548749 1 45 1 0
685529 0 42 1 3
583936 0 19 0 0
374504 0 43 1 0
747020 0 21 0 0
644896 0 21 1 5
297768 0 50 1 0
109372 1 36 0 5
790393 1 21 0 0
242075 1 19 1 3
702244 1 25 1 5
400821 1 43 0 7
761930 1 29 0 0
891334 0 49 1 0
879392 0 21 1 0
221987 0 31 1 0
343041 0 32 1 0
670412 0 30 1 0
363153 0 21 0 0
845006 0 44 1 0
293802 0 44 1 0
391532 1 40 1 7
158865 0 51 0 0
691075 1 52 1 7
816521 0 36 1 0
393930 1 49 0 3
239333 0 20 0 0
579198 1 55 1 5
225685 1 33 1 3
772505 0 22 0 0
562114 0 20 0 0
879403 0 43 0 3
697478 0 40 1 0
336992 1 44 0 3
786504 0 30 1 3
332748 0 32 0 0
723454 0 43 0 0
802954 0 18 0 0
194001 1 55 0 0
362668 0 29 0 0
884699 0 24 1 0
789461 0 30 1 7
670713 0 21 1 0
198899 0 53 1 0
431836 1 23 1 3
181121 1 36 1 0
803865 0 29 1 0
765266 0 29 0 3
511965 1 34 0 7
547622 0 29 0 0
184422 0 22 1 3
714279 1 34 0 0
600604 0 53 1 7
440604 0 27 1 5
730798 1 44 0 3
135872 0 44 1 0
587293 0 30 0 0
873207 1 46 1 0
476504 1 51 1 3
607529 1 34 0 7
697098 0 42 0 3
146203 0 43 0 3
692858 1 28 1 5
342429 1 44 0 3
446133 1 28 1 5
611622 1 25 0 0
846090 0 53 0 3
476008 0 42 1 0
197534 0 25 0 3
896201 0 46 1 0
425424 0 39 0 0
884383 1 43 1 0
732724 1 22 1 7
390422 1 43 1 7
445267 0 20 1 0
588732 0 30 1 0
650052 0 26 0 0
870173 0 31 0 0
241674 0 35 0 0
308899 0 31 1 3
205867 1 44 0 5
285153 0 37 1 0
508700 1 25 1 0
361832 0 31 0 0
606710 0 28 1 0
782765 1 43 0 7
101918 0 18 1 0
561685 0 47 0 0
786237 0 18 1 0
878357 0 39 0 0
449134 0 43 1 0
560442 0 54 1 0
409093 1 27 1 5
211836 0 22 0 0
446450 1 31 1 0
874529 0 52 0 0
416343 0 18 0 3
510917 1 51 1 0
123489 1 54 0 0
405380 0 22 0 0
720124 0 39 0 0
786753 1 20 0 7
347333 0 41 1 7
574356 1 19 1 7
294241 0 42 1 3
839128 0 49 1 3
213278 0 31 0 0
283915 0 39 1 0
879548 0 22 0 0
217941 0 20 1 3
482891 1 20 0 7
572514 0 33 1 0
446073 0 21 0 0
567662 0 29 0 0
493751 0 40 1 0
608495 1 36 1 7
451118 0 46 1 0
537997 1 33 1 0
152221 0 44 1 3
896069 1 31 1 0
594728 1 31 0 3
679821 0 54 0 0
742824 0 28 1 0
655318 0 48 1 0
665001 1 25 0 7
